 * Serving Flask app 'sqlite_web.sqlite_web'
 * Debug mode: off
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5012
 * Running on http://72.61.185.227:5012
[33mPress CTRL+C to quit[0m
91.220.41.45 - - [07/Dec/2025 05:59:01] "GET /images/ HTTP/1.1" 200 -
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]151.236.176.223 - - [07/Dec/2025 08:02:36] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:02:36] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:02:37] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:02:42] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:02:44] "POST /information HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:02:48] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:02:55] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
161.35.183.194 - - [07/Dec/2025 08:02:55] "[33mGET / HTTP/1.1[0m" 404 -
151.236.176.223 - - [07/Dec/2025 08:03:03] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:03:03] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:03:03] "GET /uploads/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 08:03:14] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:56:33] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:56:34] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:56:34] "POST /information HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:56:37] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:56:42] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:05] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:15] "POST /check_token HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:15] "POST /products HTTP/1.1" 200 -

okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]151.236.176.223 - - [07/Dec/2025 10:57:15] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:17] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:27] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:50] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:51] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 10:57:52] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:18] "POST /add_product HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:19] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:19] "GET /uploads/thumbs/48cee64bbb814c0f9dcc98ccce0922dc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:20] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:21] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:24] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:24] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:25] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:26] "GET /uploads/48cee64bbb814c0f9dcc98ccce0922dc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:49] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:59] "POST /delete_product HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:02:59] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:30] "GET / HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:30] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:30] "GET /static/css/syntax-highlight.css HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:30] "GET /static/css/sqlbrowse.css HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:30] "GET /static/js/bootstrap.bundle.min.js HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:30] "GET /static/js/app.js HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:30] "GET /static/js/jquery-1.11.0.min.js HTTP/1.1" 200 -
104.248.75.7 - - [07/Dec/2025 11:04:30] "GET / HTTP/1.1" 200 -
138.197.170.20 - - [07/Dec/2025 11:04:31] "GET /static/css/bootstrap.min.css HTTP/1.1" 200 -
138.197.170.20 - - [07/Dec/2025 11:04:31] "GET /static/js/bootstrap.bundle.min.js HTTP/1.1" 200 -
104.248.75.7 - - [07/Dec/2025 11:04:31] "GET /static/js/jquery-1.11.0.min.js HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:31] "[32mGET /favicon.ico HTTP/1.1[0m" 308 -
151.236.176.223 - - [07/Dec/2025 11:04:32] "[33mGET /favicon.ico/ HTTP/1.1[0m" 404 -
151.236.176.223 - - [07/Dec/2025 11:04:48] "GET /tags/ HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:48] "[36mGET /static/css/sqlbrowse.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:48] "[36mGET /static/css/syntax-highlight.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:48] "[36mGET /static/css/bootstrap.min.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:48] "[36mGET /static/js/jquery-1.11.0.min.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:48] "[36mGET /static/js/bootstrap.bundle.min.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:48] "[36mGET /static/js/app.js HTTP/1.1[0m" 304 -
192.241.137.43 - - [07/Dec/2025 11:04:49] "[32mGET /tags HTTP/1.1[0m" 308 -
151.236.176.223 - - [07/Dec/2025 11:04:51] "GET /tags/content/ HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:04:51] "[36mGET /static/css/bootstrap.min.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:51] "[36mGET /static/css/sqlbrowse.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:51] "[36mGET /static/js/bootstrap.bundle.min.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:51] "[36mGET /static/css/syntax-highlight.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:51] "[36mGET /static/js/app.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:04:51] "[36mGET /static/js/jquery-1.11.0.min.js HTTP/1.1[0m" 304 -
192.241.137.43 - - [07/Dec/2025 11:04:51] "[32mGET /tags/content HTTP/1.1[0m" 308 -
151.236.176.223 - - [07/Dec/2025 11:05:05] "GET /users/ HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:05:05] "[36mGET /static/css/bootstrap.min.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:05] "[36mGET /static/css/sqlbrowse.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:05] "[36mGET /static/js/jquery-1.11.0.min.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:05] "[36mGET /static/js/bootstrap.bundle.min.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:05] "[36mGET /static/css/syntax-highlight.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:05] "[36mGET /static/js/app.js HTTP/1.1[0m" 304 -
162.243.4.24 - - [07/Dec/2025 11:05:05] "[32mGET /users HTTP/1.1[0m" 308 -
151.236.176.223 - - [07/Dec/2025 11:05:06] "GET /users/content/ HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:05:07] "[36mGET /static/css/bootstrap.min.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:07] "[36mGET /static/css/sqlbrowse.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:07] "[36mGET /static/css/syntax-highlight.css HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:07] "[36mGET /static/js/jquery-1.11.0.min.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:07] "[36mGET /static/js/bootstrap.bundle.min.js HTTP/1.1[0m" 304 -
151.236.176.223 - - [07/Dec/2025 11:05:07] "[36mGET /static/js/app.js HTTP/1.1[0m" 304 -
192.241.137.43 - - [07/Dec/2025 11:05:07] "[32mGET /users/content HTTP/1.1[0m" 308 -
147.185.133.110 - - [07/Dec/2025 11:08:26] code 400, message Bad request version ('Survey')
147.185.133.110 - - [07/Dec/2025 11:08:26] "[31m[1mSSH-2.0-ZGrab ZGrab SSH Survey[0m" 400 -
151.236.176.223 - - [07/Dec/2025 11:21:53] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:21:53] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:21:55] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:21:57] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:21:58] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:21:58] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:42] "POST /information HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:43] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:44] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:45] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:46] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:47] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:47] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
151.236.176.223 - - [07/Dec/2025 11:27:50] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:09] "POST /check_token HTTP/1.1" 200 -

okay
will go fine
[{'product_id': 9, 'name': 'uml', 'description': 'uml diagram to demonstrate thi gs', 'price': 250.0, 'quantity': 1, 'created_at': '2025-12-07 11:02:18', 'updated_at': '2025-12-07 11:02:18', 'images': ['48cee64bbb814c0f9dcc98ccce0922dc.jpg']}, {'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 9, 'name': 'uml', 'description': 'uml diagram to demonstrate thi gs', 'price': 250.0, 'quantity': 1, 'created_at': '2025-12-07 11:02:18', 'updated_at': '2025-12-07 11:02:18', 'images': ['48cee64bbb814c0f9dcc98ccce0922dc.jpg']}, {'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
